ref_id,tax_id,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file
603,183588,MMETSP0851.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,102895,MMETSP0851.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,102895,MMETSP0851.pep.PFAM34.0.domtblout.tab
604,183588,MMETSP0852.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28931,MMETSP0852.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28931,MMETSP0852.pep.PFAM34.0.domtblout.tab
605,183588,MMETSP0853.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27007,MMETSP0853.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27007,MMETSP0853.pep.PFAM34.0.domtblout.tab
606,186022,MMETSP0786.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30726,MMETSP0786.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30726,MMETSP0786.pep.PFAM34.0.domtblout.tab
607,186038,MMETSP0733.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44356,MMETSP0733.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44356,MMETSP0733.pep.PFAM34.0.domtblout.tab
608,186038,MMETSP0734.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43812,MMETSP0734.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43812,MMETSP0734.pep.PFAM34.0.domtblout.tab
609,186038,MMETSP0735.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43570,MMETSP0735.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43570,MMETSP0735.pep.PFAM34.0.domtblout.tab
610,186038,MMETSP0736.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46383,MMETSP0736.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,46383,MMETSP0736.pep.PFAM34.0.domtblout.tab
611,186038,MMETSP0906.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38565,MMETSP0906.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38565,MMETSP0906.pep.PFAM34.0.domtblout.tab
612,186038,MMETSP0907.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39033,MMETSP0907.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39033,MMETSP0907.pep.PFAM34.0.domtblout.tab
613,186038,MMETSP0908.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37536,MMETSP0908.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37536,MMETSP0908.pep.PFAM34.0.domtblout.tab
614,186038,MMETSP0909.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32835,MMETSP0909.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32835,MMETSP0909.pep.PFAM34.0.domtblout.tab
615,1462468,MMETSP1443.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16467,MMETSP1443.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16467,MMETSP1443.pep.PFAM34.0.domtblout.tab
616,187299,MMETSP1317.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,6837,MMETSP1317.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,6837,MMETSP1317.pep.PFAM34.0.domtblout.tab
617,192219,MMETSP1441.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,79284,MMETSP1441.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,79284,MMETSP1441.pep.PFAM34.0.domtblout.tab
618,195065,MMETSP0047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,61773,MMETSP0047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,61773,MMETSP0047.pep.PFAM34.0.domtblout.tab
619,195067,MMETSP0107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,58792,MMETSP0107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,58792,MMETSP0107.pep.PFAM34.0.domtblout.tab
620,195067,MMETSP0108.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,71940,MMETSP0108.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,71940,MMETSP0108.pep.PFAM34.0.domtblout.tab
621,195967,MMETSP0803.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38443,MMETSP0803.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38443,MMETSP0803.pep.PFAM34.0.domtblout.tab
622,195969,MMETSP0033.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39539,MMETSP0033.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39539,MMETSP0033.pep.PFAM34.0.domtblout.tab
623,197538,MMETSP0208.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31718,MMETSP0208.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31718,MMETSP0208.pep.PFAM34.0.domtblout.tab
624,1077153,MMETSP0151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35232,MMETSP0151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35232,MMETSP0151.pep.PFAM34.0.domtblout.tab
625,202472,MMETSP1064.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26929,MMETSP1064.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26929,MMETSP1064.pep.PFAM34.0.domtblout.tab
626,210454,MMETSP0009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39915,MMETSP0009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39915,MMETSP0009.pep.PFAM34.0.domtblout.tab
627,2884791,MMETSP1361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30416,MMETSP1361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30416,MMETSP1361.pep.PFAM34.0.domtblout.tab
628,210618,MMETSP0800.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30568,MMETSP0800.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30568,MMETSP0800.pep.PFAM34.0.domtblout.tab
629,210733,MMETSP1147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,888,MMETSP1147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,888,MMETSP1147.pep.PFAM34.0.domtblout.tab
630,215587,MMETSP1346.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31611,MMETSP1346.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31611,MMETSP1346.pep.PFAM34.0.domtblout.tab
631,215587,MMETSP1347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15418,MMETSP1347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15418,MMETSP1347.pep.PFAM34.0.domtblout.tab
632,215587,MMETSP1348.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19806,MMETSP1348.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19806,MMETSP1348.pep.PFAM34.0.domtblout.tab
633,215587,MMETSP1349.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18123,MMETSP1349.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18123,MMETSP1349.pep.PFAM34.0.domtblout.tab
634,216773,MMETSP0010.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,48011,MMETSP0010.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,48011,MMETSP0010.pep.PFAM34.0.domtblout.tab
635,216777,MMETSP0174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44626,MMETSP0174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44626,MMETSP0174.pep.PFAM34.0.domtblout.tab
636,216777,MMETSP0176.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45077,MMETSP0176.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45077,MMETSP0176.pep.PFAM34.0.domtblout.tab
637,216820,MMETSP0397.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22736,MMETSP0397.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22736,MMETSP0397.pep.PFAM34.0.domtblout.tab
638,216823,MMETSP0603.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24569,MMETSP0603.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24569,MMETSP0603.pep.PFAM34.0.domtblout.tab
639,216823,MMETSP0604.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26964,MMETSP0604.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26964,MMETSP0604.pep.PFAM34.0.domtblout.tab
640,2301597,MMETSP0173.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19177,MMETSP0173.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19177,MMETSP0173.pep.PFAM34.0.domtblout.tab
641,218684,MMETSP0169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22246,MMETSP0169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22246,MMETSP0169.pep.PFAM34.0.domtblout.tab
642,218684,MMETSP0171.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44544,MMETSP0171.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44544,MMETSP0171.pep.PFAM34.0.domtblout.tab
643,221442,MMETSP0164.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37503,MMETSP0164.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37503,MMETSP0164.pep.PFAM34.0.domtblout.tab
644,223996,MMETSP0216.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,51106,MMETSP0216.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,51106,MMETSP0216.pep.PFAM34.0.domtblout.tab
645,225041,MMETSP1392.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30820,MMETSP1392.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30820,MMETSP1392.pep.PFAM34.0.domtblout.tab
646,227086,MMETSP1052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42412,MMETSP1052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42412,MMETSP1052.pep.PFAM34.0.domtblout.tab
647,227086,MMETSP1054.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37441,MMETSP1054.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37441,MMETSP1054.pep.PFAM34.0.domtblout.tab
648,227086,MMETSP1055.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42646,MMETSP1055.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42646,MMETSP1055.pep.PFAM34.0.domtblout.tab
649,227086,MMETSP1358.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29466,MMETSP1358.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29466,MMETSP1358.pep.PFAM34.0.domtblout.tab
650,230516,MMETSP0717.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,5000,MMETSP0717.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,5000,MMETSP0717.pep.PFAM34.0.domtblout.tab
651,230516,MMETSP0718.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7150,MMETSP0718.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,7150,MMETSP0718.pep.PFAM34.0.domtblout.tab
652,230996,MMETSP1122.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67484,MMETSP1122.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,67484,MMETSP1122.pep.PFAM34.0.domtblout.tab
653,230996,MMETSP1123.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49818,MMETSP1123.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49818,MMETSP1123.pep.PFAM34.0.domtblout.tab
654,230996,MMETSP1124.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,50464,MMETSP1124.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,50464,MMETSP1124.pep.PFAM34.0.domtblout.tab
655,230996,MMETSP1125.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60873,MMETSP1125.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60873,MMETSP1125.pep.PFAM34.0.domtblout.tab
656,233186,MMETSP1050.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,50946,MMETSP1050.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,50946,MMETSP1050.pep.PFAM34.0.domtblout.tab
657,1411684,MMETSP1324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35443,MMETSP1324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35443,MMETSP1324.pep.PFAM34.0.domtblout.tab
658,464225,MMETSP1325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26734,MMETSP1325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26734,MMETSP1325.pep.PFAM34.0.domtblout.tab
659,236787,MMETSP1344.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,113404,MMETSP1344.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,113404,MMETSP1344.pep.PFAM34.0.domtblout.tab
660,236787,MMETSP1323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23665,MMETSP1323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23665,MMETSP1323.pep.PFAM34.0.domtblout.tab
661,240364,MMETSP1336.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24360,MMETSP1336.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24360,MMETSP1336.pep.PFAM34.0.domtblout.tab
662,240364,MMETSP0751.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23690,MMETSP0751.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23690,MMETSP0751.pep.PFAM34.0.domtblout.tab
663,240364,MMETSP0752.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27311,MMETSP0752.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27311,MMETSP0752.pep.PFAM34.0.domtblout.tab
664,240364,MMETSP0753.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25542,MMETSP0753.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25542,MMETSP0753.pep.PFAM34.0.domtblout.tab
666,242541,MMETSP0417.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22018,MMETSP0417.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22018,MMETSP0417.pep.PFAM34.0.domtblout.tab
667,249345,MMETSP1161.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13523,MMETSP1161.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,13523,MMETSP1161.pep.PFAM34.0.domtblout.tab
668,259385,MMETSP1335.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24465,MMETSP1335.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24465,MMETSP1335.pep.PFAM34.0.domtblout.tab
669,262233,MMETSP0186.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,1098,MMETSP0186.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,1098,MMETSP0186.pep.PFAM34.0.domtblout.tab
670,2608610,MMETSP1065.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39021,MMETSP1065.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39021,MMETSP1065.pep.PFAM34.0.domtblout.tab
671,2608610,MMETSP0724.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33386,MMETSP0724.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33386,MMETSP0724.pep.PFAM34.0.domtblout.tab
672,2608610,MMETSP0725.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32179,MMETSP0725.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32179,MMETSP0725.pep.PFAM34.0.domtblout.tab
673,2608610,MMETSP0726.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22052,MMETSP0726.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22052,MMETSP0726.pep.PFAM34.0.domtblout.tab
674,2608610,MMETSP0727.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29594,MMETSP0727.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29594,MMETSP0727.pep.PFAM34.0.domtblout.tab
675,265543,MMETSP1070.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39196,MMETSP1070.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39196,MMETSP1070.pep.PFAM34.0.domtblout.tab
676,265543,MMETSP1322.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30053,MMETSP1322.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30053,MMETSP1322.pep.PFAM34.0.domtblout.tab
677,265543,MMETSP1434.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16012,MMETSP1434.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16012,MMETSP1434.pep.PFAM34.0.domtblout.tab
678,265551,MMETSP1176.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27248,MMETSP1176.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27248,MMETSP1176.pep.PFAM34.0.domtblout.tab
679,265554,MMETSP0316.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17772,MMETSP0316.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17772,MMETSP0316.pep.PFAM34.0.domtblout.tab
680,265554,MMETSP0317.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15969,MMETSP0317.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15969,MMETSP0317.pep.PFAM34.0.domtblout.tab
681,265554,MMETSP0318.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23512,MMETSP0318.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23512,MMETSP0318.pep.PFAM34.0.domtblout.tab
682,265564,MMETSP1067.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,52202,MMETSP1067.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,52202,MMETSP1067.pep.PFAM34.0.domtblout.tab
683,265572,MMETSP0696.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36373,MMETSP0696.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36373,MMETSP0696.pep.PFAM34.0.domtblout.tab
684,265572,MMETSP0697.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37718,MMETSP0697.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37718,MMETSP0697.pep.PFAM34.0.domtblout.tab
685,265572,MMETSP0698.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36763,MMETSP0698.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36763,MMETSP0698.pep.PFAM34.0.domtblout.tab
686,265572,MMETSP0699.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37762,MMETSP0699.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37762,MMETSP0699.pep.PFAM34.0.domtblout.tab
687,265584,MMETSP1352.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29591,MMETSP1352.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29591,MMETSP1352.pep.PFAM34.0.domtblout.tab
688,267565,MMETSP0578.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24660,MMETSP0578.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24660,MMETSP0578.pep.PFAM34.0.domtblout.tab
689,267566,MMETSP0562.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31323,MMETSP0562.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31323,MMETSP0562.pep.PFAM34.0.domtblout.tab
690,267566,MMETSP0563.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30342,MMETSP0563.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30342,MMETSP0563.pep.PFAM34.0.domtblout.tab
691,267567,MMETSP0319.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30951,MMETSP0319.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30951,MMETSP0319.pep.PFAM34.0.domtblout.tab
692,267567,MMETSP0320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31763,MMETSP0320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31763,MMETSP0320.pep.PFAM34.0.domtblout.tab
693,267567,MMETSP0918.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28218,MMETSP0918.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28218,MMETSP0918.pep.PFAM34.0.domtblout.tab
694,267567,MMETSP0920.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26399,MMETSP0920.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26399,MMETSP0920.pep.PFAM34.0.domtblout.tab
695,267567,MMETSP1039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26665,MMETSP1039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26665,MMETSP1039.pep.PFAM34.0.domtblout.tab
696,267567,MMETSP1040.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23753,MMETSP1040.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23753,MMETSP1040.pep.PFAM34.0.domtblout.tab
697,267567,MMETSP1428.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28831,MMETSP1428.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28831,MMETSP1428.pep.PFAM34.0.domtblout.tab
698,267983,MMETSP0593.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27627,MMETSP0593.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27627,MMETSP0593.pep.PFAM34.0.domtblout.tab
699,268820,MMETSP0370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,96912,MMETSP0370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,96912,MMETSP0370.pep.PFAM34.0.domtblout.tab
700,268820,MMETSP0371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,96144,MMETSP0371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,96144,MMETSP0371.pep.PFAM34.0.domtblout.tab
701,268821,MMETSP0359.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,190185,MMETSP0359.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,190185,MMETSP0359.pep.PFAM34.0.domtblout.tab
702,268821,MMETSP0360.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,102608,MMETSP0360.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,102608,MMETSP0360.pep.PFAM34.0.domtblout.tab
703,268821,MMETSP0361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,194196,MMETSP0361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,194196,MMETSP0361.pep.PFAM34.0.domtblout.tab
704,283647,MMETSP0467.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,90046,MMETSP0467.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,90046,MMETSP0467.pep.PFAM34.0.domtblout.tab
705,1203004,MMETSP0798.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23489,MMETSP0798.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23489,MMETSP0798.pep.PFAM34.0.domtblout.tab
706,284592,MMETSP0232.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,212,MMETSP0232.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,212,MMETSP0232.pep.PFAM34.0.domtblout.tab
707,284592,MMETSP0233.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8909,MMETSP0233.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,8909,MMETSP0233.pep.PFAM34.0.domtblout.tab
708,284592,MMETSP0234.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9012,MMETSP0234.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,9012,MMETSP0234.pep.PFAM34.0.domtblout.tab
709,284592,MMETSP0235.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7532,MMETSP0235.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,7532,MMETSP0235.pep.PFAM34.0.domtblout.tab
710,1411660,MMETSP1165.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32101,MMETSP1165.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32101,MMETSP1165.pep.PFAM34.0.domtblout.tab
711,285029,MMETSP0224.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63482,MMETSP0224.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63482,MMETSP0224.pep.PFAM34.0.domtblout.tab
712,285985,MMETSP1148.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63,MMETSP1148.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63,MMETSP1148.pep.PFAM34.0.domtblout.tab
713,2558453,MMETSP1367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,70797,MMETSP1367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,70797,MMETSP1367.pep.PFAM34.0.domtblout.tab
714,2558453,MMETSP1369.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,75686,MMETSP1369.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,75686,MMETSP1369.pep.PFAM34.0.domtblout.tab
715,298111,MMETSP1139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25636,MMETSP1139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25636,MMETSP1139.pep.PFAM34.0.domtblout.tab
716,298111,MMETSP1140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,MMETSP1140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26497,MMETSP1140.pep.PFAM34.0.domtblout.tab
717,298111,MMETSP1381.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17512,MMETSP1381.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17512,MMETSP1381.pep.PFAM34.0.domtblout.tab
718,302021,MMETSP1091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38769,MMETSP1091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38769,MMETSP1091.pep.PFAM34.0.domtblout.tab
719,302021,MMETSP1389.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41363,MMETSP1389.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41363,MMETSP1389.pep.PFAM34.0.domtblout.tab
720,1634380,MMETSP0211.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22355,MMETSP0211.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22355,MMETSP0211.pep.PFAM34.0.domtblout.tab
721,1634380,MMETSP1396.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20393,MMETSP1396.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20393,MMETSP1396.pep.PFAM34.0.domtblout.tab
722,311494,MMETSP0093.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,116040,MMETSP0093.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,116040,MMETSP0093.pep.PFAM34.0.domtblout.tab
